winner,loser
french_onion_soup,spring_rolls
kung_pao_chicken,french_fries
crepe,dosa
steak,green_curry
guacamole,larb
coleslaw,pozole
fresh_spring_roll,burrito
udon,dosa
cornbread,fish_and_chips
gnocchi,cornbread
bibimbap,congee
pozole,enchilada
chow_fun,chicken_sandwich
chow_fun,ramen
churro,crepe
quiche,donburi
waffle,lo_mein
samosa,sashimi
tapas,bun_cha
churros_spanish,french_fries
samgyeopsal,dim_sum
baba_ganoush,enchilada
okonomiyaki,sushi
churros_spanish,osso_buco
palak_paneer,hamburger
korma,tamale
wonton_soup,pancake
pulled_pork,souffle
creme_brulee,quesadilla
baba_ganoush,clam_chowder
paella,yakitori
korma,general_tso
gazpacho,club_sandwich
tiramisu,club_sandwich
ribs,coq_au_vin
hamburger,congee
cornbread,teriyaki
ribs,hamburger
enchilada,caprese
spring_rolls,tandoori_chicken
quiche,cornbread
mango_sticky_rice,minestrone
crepe,cheesecake
bruschetta,naan
tom_yum,cornbread
hot_and_sour_soup,orange_chicken
cheesecake,lo_mein
pad_thai,orange_chicken
bibimbap,lo_mein
risotto,pizza
fried_rice,soup
palak_paneer,ravioli
pita,chow_mein
moussaka,cornbread
gnocchi,soup
churros_spanish,brownie
churro,dosa
shawarma,pita
souffle,teriyaki
chana_masala,tteokbokki
gazpacho,baklava
pasta_carbonara,kimchi_jjigae
brisket,donburi
tikka_masala,hot_and_sour_soup
pho,lo_mein
mac_and_cheese,sushi
fresh_spring_roll,thai_iced_tea
souffle,pizza_margherita
tiramisu,caesar_salad
papaya_salad,chicken_sandwich
raita,teriyaki
dan_dan_noodles,chicken_salad
satay,ramen
clam_chowder,spanakopita
grilled_cheese,burrito
crepe,banh_mi
lobster_roll,quiche
chow_fun,pancake
sashimi,biryani
massaman_curry,paella
banh_mi,biryani
gyro,tabbouleh
sashimi,pad_see_ew
raita,chow_fun
escargot,miso_soup
baklava,escargot
chow_fun,orange_chicken
tom_yum,tamale
tabbouleh,hot_and_sour_soup
cheesecake,wonton_soup
satay,orange_chicken
fresh_spring_roll,dim_sum
souffle,naan
pasta_bolognese,tempura
nachos,ratatouille
scallion_pancake,tempura
vindaloo,samosa
com_tam,tom_yum
larb,pho
butter_chicken,orange_chicken
creme_brulee,ice_cream
cornbread,tom_kha
gelato,baklava
thai_iced_tea,buffalo_wings
tamale,nachos
biryani,pasta_carbonara
bulgogi,chow_fun
chow_fun,bruschetta
butter_chicken,tom_yum
elote,wonton_soup
kebab,dumplings
tandoori_chicken,pozole
coq_au_vin,chicken_sandwich
escargot,mango_sticky_rice
tempura,naan
dolma,scallion_pancake
mac_and_cheese,pizza_margherita
massaman_curry,caprese
tamale,buffalo_wings
fresh_spring_roll,gelato
katsu,pancake
japchae,com_tam
nachos,beef_bourguignon
shawarma,pad_thai
kimchi,ramen
palak_paneer,edamame
taco,quiche
brownie,ratatouille
ice_cream,fish_and_chips
crepe,brownie
satay,thai_iced_tea
vindaloo,steak
pasta_carbonara,fried_rice
moussaka,pasta_carbonara
ceviche,teriyaki
bruschetta,chicken_sandwich
general_tso,kung_pao_chicken
vindaloo,fajita
red_curry,kimchi
tom_yum,spanakopita
cheesecake,patatas_bravas
massaman_curry,minestrone
korma,dim_sum
pizza,donburi
thai_iced_tea,wonton_soup
creme_brulee,caesar_salad
general_tso,udon
bruschetta,tempura
escargot,chow_mein
pasta_carbonara,fish_and_chips
ratatouille,caesar_salad
enchilada,spanakopita
pizza,thai_iced_tea
ca_phe_sua_da,bun_bo_hue
sashimi,tabbouleh
pita,spanakopita
ceviche,bun_cha
escargot,chicken_sandwich
butter_chicken,ramen
risotto,baba_ganoush
french_fries,ratatouille
tempura,yakitori
ravioli,guacamole
bulgogi,ice_cream
mapo_tofu,tabbouleh
fried_chicken,brownie
mango_sticky_rice,orange_chicken
paneer_tikka,fajita
edamame,hummus
korma,ribs
kung_pao_chicken,miso_soup
quesadilla,fried_rice
quiche,chicken_salad
tapas,spanakopita
kebab,burrito
chow_fun,tom_kha
paella,spring_rolls
satay,ratatouille
dolma,teriyaki
gelato,dolma
tapas,teriyaki
risotto,pho
churro,pita
shawarma,spanakopita
satay,pancake
gelato,sundubu_jjigae
enchilada,clam_chowder
cheesecake,french_fries
gyro,lo_mein
paneer_tikka,cheesecake
gelato,lobster_roll
samgyeopsal,korean_fried_chicken
baba_ganoush,yakitori
biryani,pulled_pork
gyro,hamburger
dal,gyro
ravioli,hummus
japchae,donburi
samgyeopsal,soup
dumplings,tom_kha
beef_bourguignon,lo_mein
tabbouleh,pozole
tapas,burrito
paneer_tikka,mapo_tofu
tiramisu,enchilada
hummus,katsu
hamburger,fish_and_chips
vindaloo,korean_fried_chicken
baba_ganoush,tteokbokki
dal,spanakopita
paella,tteokbokki
banh_mi,ca_phe_sua_da
cheesecake,baklava
dolma,thai_iced_tea
hummus,pita
ribs,kimchi_jjigae
churros_spanish,pizza_margherita
escargot,tabbouleh
paneer_tikka,tteokbokki
grilled_cheese,mango_sticky_rice
club_sandwich,pita
char_siu,burrito
mango_sticky_rice,chicken_sandwich
gazpacho,bun_cha
enchilada,dim_sum
creme_brulee,taco
vindaloo,cornbread
shawarma,onigiri
clam_chowder,tiramisu
ribs,tiramisu
korma,kimbap
general_tso,orange_chicken
tteokbokki,ramen
kung_pao_chicken,chow_mein
tempura,general_tso
escargot,okonomiyaki
paneer_tikka,panna_cotta
souffle,dim_sum
penne_arrabbiata,sundubu_jjigae
ca_phe_sua_da,okonomiyaki
churros_spanish,beef_bourguignon
kebab,korma
lobster_roll,tom_yum
ice_cream,waffle
ca_phe_sua_da,chow_fun
spanakopita,papaya_salad
mango_sticky_rice,kimchi
pad_thai,ice_cream
tamale,edamame
japchae,sashimi
chana_masala,naan
gazpacho,red_curry
lobster_roll,falafel
peking_duck,bun_cha
banh_mi,fried_rice
sundubu_jjigae,teriyaki
lasagna,fajita
french_onion_soup,paella
wonton_soup,chile_relleno
creme_brulee,grilled_cheese
kebab,chana_masala
onigiri,pancake
tom_yum,hot_and_sour_soup
pasta_bolognese,spanakopita
grilled_cheese,french_fries
french_onion_soup,lasagna
dan_dan_noodles,tempura
guacamole,coleslaw
ribs,fajita
gyro,brownie
tamale,kebab
korma,falafel
pad_thai,ramen
pulled_pork,lo_mein
pad_see_ew,nachos
nachos,pozole
osso_buco,escargot
caprese,dosa
chile_relleno,chow_mein
palak_paneer,pancake
shawarma,mapo_tofu
chana_masala,buffalo_wings
tapas,papaya_salad
baklava,donburi
gnocchi,fried_rice
coq_au_vin,risotto
chana_masala,club_sandwich
quesadilla,satay
spanakopita,korean_fried_chicken
gnocchi,chana_masala
fresh_spring_roll,pad_see_ew
beef_bourguignon,ribs
creme_brulee,burrito
ice_cream,hamburger
club_sandwich,fajita
gnocchi,creme_brulee
tapas,pizza_margherita
onigiri,orange_chicken
xiao_long_bao,samosa
nachos,satay
croissant,chicken_salad
edamame,soup
shawarma,pasta_bolognese
quesadilla,wonton_soup
pad_thai,lo_mein
sundubu_jjigae,tabbouleh
tiramisu,brisket
shawarma,moussaka
nachos,papaya_salad
churros_spanish,red_curry
guacamole,chicken_salad
larb,bibimbap
peking_duck,ramen
japchae,chicken_salad
mango_sticky_rice,enchilada
banh_mi,onigiri
moussaka,tabbouleh
thai_iced_tea,steak
gelato,bibimbap
ceviche,palak_paneer
bun_cha,brownie
dan_dan_noodles,thai_iced_tea
chana_masala,enchilada
mac_and_cheese,donburi
bruschetta,hot_and_sour_soup
cheesecake,yakitori
larb,pasta_bolognese
ceviche,kung_pao_chicken
pita,papaya_salad
tiramisu,naan
wonton_soup,enchilada
yakitori,orange_chicken
xiao_long_bao,pad_see_ew
bun_cha,fish_and_chips
mapo_tofu,moussaka
peking_duck,pad_see_ew
chile_relleno,naan
gazpacho,chana_masala
lasagna,miso_soup
grilled_cheese,pho
red_curry,souffle
tamale,palak_paneer
katsu,pasta_bolognese
churro,banh_mi
kimchi,sushi
peking_duck,fried_rice
french_onion_soup,paneer_tikka
cheesecake,hummus
kimbap,crepe
crepe,minestrone
baba_ganoush,orange_chicken
risotto,miso_soup
sundubu_jjigae,pizza
banh_mi,papaya_salad
cornbread,bruschetta
hot_and_sour_soup,samgyeopsal
tamale,dim_sum
churros_spanish,sashimi
tapas,udon
korma,fajita
com_tam,spanakopita
kimchi_jjigae,chicken_salad
steak,spanakopita
kimbap,ramen
tteokbokki,dosa
tom_yum,burrito
bun_cha,papaya_salad
pad_thai,burrito
tom_yum,congee
penne_arrabbiata,pulled_pork
lasagna,samgyeopsal
dim_sum,ratatouille
minestrone,brownie
creme_brulee,ramen
mapo_tofu,tom_kha
samosa,coleslaw
gazpacho,massaman_curry
edamame,french_fries
onigiri,sushi
kebab,orange_chicken
risotto,takoyaki
gazpacho,spanakopita
kung_pao_chicken,tandoori_chicken
tiramisu,kung_pao_chicken
peking_duck,japchae
shawarma,chow_mein
chow_fun,minestrone
samgyeopsal,caesar_salad
mapo_tofu,pizza_margherita
dim_sum,penne_arrabbiata
chana_masala,char_siu
ribs,gyro
tabbouleh,fresh_spring_roll
tempura,kimchi
baklava,tteokbokki
raita,waffle
gelato,kimchi
tiramisu,minestrone
biryani,bun_cha
peking_duck,raita
dolma,hot_and_sour_soup
baba_ganoush,pozole
panna_cotta,general_tso
taco,brownie
creme_brulee,panna_cotta
elote,fajita
banh_mi,sushi
hummus,onigiri
french_onion_soup,quesadilla
peking_duck,spanakopita
hot_and_sour_soup,pita
pulled_pork,kebab
steak,caprese
panna_cotta,pulled_pork
tiramisu,tteokbokki
green_curry,kung_pao_chicken
grilled_cheese,kebab
quiche,char_siu
tempura,caprese
gelato,ramen
caprese,hamburger
guacamole,teriyaki
samosa,ravioli
korean_fried_chicken,yakitori
biryani,udon
quesadilla,korma
palak_paneer,congee
dan_dan_noodles,tom_yum
pulled_pork,french_fries
chile_relleno,fried_chicken
kimchi_jjigae,pizza_margherita
chana_masala,orange_chicken
lasagna,general_tso
spring_rolls,green_curry
xiao_long_bao,general_tso
ribs,mac_and_cheese
gnocchi,steak
ceviche,pita
churros_spanish,teriyaki
taco,tom_yum
nachos,miso_soup
tandoori_chicken,brownie
club_sandwich,chicken_salad
ca_phe_sua_da,taco
papaya_salad,tandoori_chicken
tteokbokki,fajita
nachos,gyro
dumplings,kung_pao_chicken
shawarma,minestrone
coq_au_vin,spring_rolls
red_curry,pulled_pork
pita,buffalo_wings
guacamole,pita
biryani,mac_and_cheese
chile_relleno,coleslaw
satay,hamburger
gyro,dolma
churro,chow_mein
dan_dan_noodles,hamburger
gyro,ramen
tom_yum,grilled_cheese
tapas,yakitori
churro,taco
escargot,buffalo_wings
korma,french_fries
dumplings,hummus
massaman_curry,gyro
ca_phe_sua_da,bibimbap
tom_yum,fajita
bun_bo_hue,red_curry
dolma,congee
penne_arrabbiata,fish_and_chips
hamburger,club_sandwich
paneer_tikka,tom_kha
bulgogi,croissant
nachos,cheesecake
pizza,club_sandwich
ice_cream,ratatouille
pasta_bolognese,udon
gyro,mapo_tofu
biryani,chow_mein
guacamole,tempura
gelato,bruschetta
chana_masala,red_curry
dim_sum,chow_mein
spring_rolls,tabbouleh
wonton_soup,bibimbap
pad_thai,french_fries
escargot,penne_arrabbiata
gnocchi,ice_cream
quesadilla,soup
clam_chowder,katsu
dan_dan_noodles,com_tam
gnocchi,tteokbokki
kimchi_jjigae,dim_sum
baklava,chicken_salad
shawarma,pancake
bun_bo_hue,palak_paneer
ravioli,lo_mein
mapo_tofu,caesar_salad
xiao_long_bao,tabbouleh
pad_thai,caesar_salad
sundubu_jjigae,enchilada
kebab,mac_and_cheese
moussaka,sushi
coq_au_vin,tabbouleh
japchae,fish_and_chips
baklava,scallion_pancake
teriyaki,donburi
grilled_cheese,hummus
fried_rice,sushi
tempura,kung_pao_chicken
gyro,mac_and_cheese
raita,samgyeopsal
hummus,soup
raita,tempura
grilled_cheese,club_sandwich
churro,vindaloo
elote,dal
cheesecake,ramen
hummus,papaya_salad
beef_bourguignon,burrito
dolma,pozole
char_siu,orange_chicken
gelato,pasta_bolognese
gnocchi,dumplings
penne_arrabbiata,soup
raita,onigiri
beef_bourguignon,congee
japchae,pizza_margherita
pasta_bolognese,chow_mein
chow_fun,hamburger
pancake,ice_cream
chana_masala,yakitori
spanakopita,burrito
sweet_and_sour,coleslaw
patatas_bravas,french_fries
palak_paneer,scallion_pancake
tamale,osso_buco
falafel,sweet_and_sour
burrito,chicken_salad
dal,fajita
gazpacho,ice_cream
panna_cotta,donburi
caprese,pizza_margherita
fresh_spring_roll,wonton_soup
tiramisu,onigiri
char_siu,french_fries
creme_brulee,nachos
peking_duck,pizza_margherita
tikka_masala,yakitori
banh_mi,enchilada
penne_arrabbiata,patatas_bravas
risotto,green_curry
dolma,club_sandwich
tamale,pita
elote,xiao_long_bao
risotto,caprese
crepe,teriyaki
chicken_salad,yakitori
peking_duck,pizza
ca_phe_sua_da,mapo_tofu
pho,wonton_soup
korean_fried_chicken,kimchi
tikka_masala,coleslaw
churros_spanish,massaman_curry
massaman_curry,falafel
escargot,club_sandwich
bulgogi,dim_sum
osso_buco,pizza
spanakopita,pizza
red_curry,naan
osso_buco,biryani
kimbap,kimchi
tamale,thai_iced_tea
com_tam,korma
scallion_pancake,edamame
minestrone,naan
general_tso,patatas_bravas
shawarma,spring_rolls
edamame,tom_kha
clam_chowder,tabbouleh
panna_cotta,teriyaki
cheesecake,bibimbap
pulled_pork,caesar_salad
beef_bourguignon,pizza_margherita
paella,dosa
tom_yum,quiche
moussaka,spanakopita
butter_chicken,mapo_tofu
okonomiyaki,fried_rice
scallion_pancake,fajita
baklava,chana_masala
bulgogi,hamburger
hot_and_sour_soup,fried_chicken
xiao_long_bao,takoyaki
chana_masala,french_fries
gazpacho,edamame
edamame,sweet_and_sour
com_tam,larb
pozole,pita
escargot,kebab
creme_brulee,churros_spanish
tikka_masala,croissant
bun_bo_hue,escargot
penne_arrabbiata,baba_ganoush
beef_bourguignon,quiche
korean_fried_chicken,donburi
palak_paneer,cornbread
onigiri,fried_rice
kebab,char_siu
com_tam,mango_sticky_rice
katsu,kung_pao_chicken
paella,dolma
churro,quesadilla
penne_arrabbiata,quesadilla
penne_arrabbiata,naan
general_tso,lo_mein
quiche,tteokbokki
chana_masala,tandoori_chicken
clam_chowder,cheesecake
paneer_tikka,bun_cha
quesadilla,kung_pao_chicken
brisket,pita
tiramisu,hamburger
tom_kha,club_sandwich
dolma,fresh_spring_roll
lobster_roll,lasagna
tamale,quesadilla
chana_masala,ravioli
beef_bourguignon,chow_fun
french_fries,fajita
ribs,naan
lobster_roll,edamame
vindaloo,fish_and_chips
kimbap,falafel
nachos,fajita
bibimbap,soup
churros_spanish,patatas_bravas
thai_iced_tea,waffle
pizza,yakitori
gazpacho,congee
baklava,pasta_carbonara
biryani,dal
fresh_spring_roll,bulgogi
churro,quiche
palak_paneer,green_curry
osso_buco,pancake
pasta_carbonara,lo_mein
lobster_roll,hot_and_sour_soup
paneer_tikka,okonomiyaki
scallion_pancake,bun_cha
kimbap,guacamole
bun_bo_hue,samgyeopsal
pho,pad_thai
korma,steak
char_siu,chicken_sandwich
gyro,satay
kebab,caesar_salad
crepe,samosa
churro,lobster_roll
sashimi,burrito
brisket,lasagna
sushi,naan
katsu,fish_and_chips
dumplings,katsu
banh_mi,cornbread
enchilada,dosa
raita,tteokbokki
bruschetta,lasagna
tabbouleh,takoyaki
sashimi,teriyaki
dan_dan_noodles,cheesecake
churros_spanish,wonton_soup
crepe,red_curry
brisket,baba_ganoush
ravioli,chow_fun
char_siu,kung_pao_chicken
coleslaw,hamburger
raita,korean_fried_chicken
hummus,waffle
dumplings,chow_mein
mango_sticky_rice,korean_fried_chicken
samgyeopsal,miso_soup
enchilada,waffle
gyro,thai_iced_tea
clam_chowder,chow_fun
elote,hot_and_sour_soup
lobster_roll,ramen
sundubu_jjigae,onigiri
fajita,donburi
vindaloo,pho
peking_duck,thai_iced_tea
shawarma,yakitori
beef_bourguignon,pancake
taco,sweet_and_sour
pad_see_ew,falafel
dan_dan_noodles,cornbread
spring_rolls,okonomiyaki
peking_duck,chow_mein
lobster_roll,dosa
ribs,lo_mein
char_siu,pozole
katsu,sashimi
crepe,caprese
penne_arrabbiata,chicken_sandwich
ceviche,thai_iced_tea
bun_bo_hue,ratatouille
french_onion_soup,churros_spanish
paella,vindaloo
taco,paella
caprese,sushi
paneer_tikka,kebab
mac_and_cheese,coleslaw
spanakopita,tom_kha
com_tam,tikka_masala
dan_dan_noodles,bulgogi
churro,waffle
osso_buco,palak_paneer
korean_fried_chicken,coleslaw
osso_buco,tabbouleh
xiao_long_bao,buffalo_wings
baklava,chow_mein
pho,naan
sashimi,sweet_and_sour
churro,bruschetta
taco,satay
grilled_cheese,pasta_bolognese
bulgogi,chile_relleno
churros_spanish,dim_sum
creme_brulee,quiche
pad_see_ew,tom_yum
panna_cotta,bun_cha
pancake,hamburger
udon,donburi
chile_relleno,samgyeopsal
french_onion_soup,donburi
quesadilla,fish_and_chips
butter_chicken,pozole
ca_phe_sua_da,korma
hummus,biryani
dolma,enchilada
butter_chicken,sweet_and_sour
tiramisu,tandoori_chicken
pad_see_ew,thai_iced_tea
chow_fun,soup
gnocchi,kung_pao_chicken
paella,gyro
ca_phe_sua_da,tabbouleh
escargot,brownie
pho,kebab
pho,dim_sum
pulled_pork,yakitori
risotto,edamame
pasta_bolognese,kimchi
bun_cha,yakitori
creme_brulee,sweet_and_sour
samgyeopsal,chicken_sandwich
lobster_roll,tandoori_chicken
risotto,gyro
bun_bo_hue,tikka_masala
pulled_pork,enchilada
tapas,sushi
tom_yum,ravioli
coq_au_vin,tandoori_chicken
guacamole,dim_sum
ribs,pulled_pork
ravioli,naan
tamale,congee
tom_yum,sundubu_jjigae
baba_ganoush,kimchi
dolma,burrito
dolma,chicken_salad
brisket,general_tso
elote,coq_au_vin
ca_phe_sua_da,churro
gazpacho,steak
baba_ganoush,samgyeopsal
pad_see_ew,samgyeopsal
moussaka,chile_relleno
crepe,larb
dim_sum,caprese
xiao_long_bao,japchae
paneer_tikka,sweet_and_sour
tapas,chow_mein
elote,bun_bo_hue
mac_and_cheese,pasta_carbonara
hummus,moussaka
bibimbap,udon
japchae,okonomiyaki
patatas_bravas,dosa
croissant,chicken_sandwich
bulgogi,club_sandwich
scallion_pancake,onigiri
xiao_long_bao,moussaka
baba_ganoush,general_tso
tom_yum,samgyeopsal
hot_and_sour_soup,pizza_margherita
spanakopita,minestrone
chile_relleno,gelato
kimbap,sweet_and_sour
edamame,udon
moussaka,okonomiyaki
baba_ganoush,pasta_bolognese
pad_thai,general_tso
palak_paneer,burrito
bulgogi,general_tso
ravioli,buffalo_wings
red_curry,chow_mein
larb,coleslaw
escargot,patatas_bravas
lobster_roll,sushi
elote,pasta_bolognese
nachos,butter_chicken
banh_mi,tom_kha
osso_buco,mapo_tofu
dumplings,ratatouille
dan_dan_noodles,bibimbap
french_onion_soup,xiao_long_bao
baklava,pasta_bolognese
steak,dim_sum
churro,dan_dan_noodles
red_curry,miso_soup
chana_masala,soup
kimbap,katsu
baklava,spanakopita
larb,baklava
french_onion_soup,pho
tamale,samgyeopsal
nachos,hummus
red_curry,pasta_carbonara
beef_bourguignon,pad_see_ew
bulgogi,chow_mein
enchilada,chicken_sandwich
butter_chicken,pita
pozole,club_sandwich
quesadilla,pasta_carbonara
lobster_roll,guacamole
kimbap,lasagna
butter_chicken,sundubu_jjigae
miso_soup,naan
creme_brulee,tikka_masala
palak_paneer,papaya_salad
ca_phe_sua_da,onigiri
samosa,dosa
korma,burrito
kimbap,bun_cha
chana_masala,caprese
cheesecake,scallion_pancake
pad_thai,naan
kimbap,bibimbap
coq_au_vin,cheesecake
cheesecake,satay
palak_paneer,fried_rice
mac_and_cheese,falafel
katsu,patatas_bravas
osso_buco,samgyeopsal
paella,burrito
chicken_salad,congee
korma,mac_and_cheese
larb,satay
french_fries,bruschetta
katsu,mapo_tofu
butter_chicken,gazpacho
gazpacho,ramen
korma,massaman_curry
katsu,samgyeopsal
enchilada,club_sandwich
ice_cream,escargot
elote,gyro
baklava,general_tso
chow_fun,chana_masala
edamame,brownie
massaman_curry,tom_yum
club_sandwich,donburi
baba_ganoush,baklava
spring_rolls,red_curry
pizza,caesar_salad
palak_paneer,spanakopita
escargot,tteokbokki
paella,pancake
pizza,xiao_long_bao
ribs,coleslaw
thai_iced_tea,chow_mein
beef_bourguignon,gazpacho
red_curry,ribs
biryani,kimchi
fish_and_chips,chicken_salad
tiramisu,bruschetta
bun_bo_hue,gyro
shawarma,fish_and_chips
baba_ganoush,kimchi_jjigae
larb,caesar_salad
tiramisu,korean_fried_chicken
edamame,enchilada
dan_dan_noodles,churros_spanish
panna_cotta,pasta_carbonara
satay,fajita
taco,club_sandwich
pozole,chow_mein
ca_phe_sua_da,quesadilla
massaman_curry,tempura
mac_and_cheese,buffalo_wings
french_onion_soup,fresh_spring_roll
tandoori_chicken,minestrone
tabbouleh,kimchi
escargot,nachos
quiche,takoyaki
butter_chicken,taco
gazpacho,coleslaw
kebab,sweet_and_sour
panna_cotta,tapas
pho,tiramisu
vindaloo,pad_see_ew
quiche,bibimbap
bun_cha,fresh_spring_roll
coleslaw,fajita
udon,quiche
taco,fajita
soup,tteokbokki
scallion_pancake,club_sandwich
chana_masala,chicken_salad
penne_arrabbiata,bruschetta
bibimbap,coleslaw
beef_bourguignon,ravioli
quesadilla,chicken_salad
grilled_cheese,congee
shawarma,quesadilla
crepe,hamburger
red_curry,chicken_sandwich
ceviche,pho
crepe,steak
kimbap,scallion_pancake
okonomiyaki,ramen
pad_see_ew,chile_relleno
com_tam,samosa
crepe,papaya_salad
mango_sticky_rice,udon
pulled_pork,udon
tamale,chow_fun
papaya_salad,hot_and_sour_soup
dal,chicken_sandwich
baklava,brownie
churro,chana_masala
french_onion_soup,teriyaki
pho,orange_chicken
osso_buco,com_tam
char_siu,chicken_salad
churros_spanish,char_siu
butter_chicken,creme_brulee
ceviche,minestrone
dumplings,japchae
massaman_curry,chow_fun
katsu,french_onion_soup
crepe,french_onion_soup
falafel,orange_chicken
paella,green_curry
bun_bo_hue,pasta_carbonara
beef_bourguignon,churro
bruschetta,ratatouille
dim_sum,lo_mein
biryani,dim_sum
thai_iced_tea,patatas_bravas
lasagna,banh_mi
xiao_long_bao,com_tam
takoyaki,korean_fried_chicken
patatas_bravas,burrito
lobster_roll,caesar_salad
palak_paneer,pizza_margherita
enchilada,kimchi
pozole,falafel
tempura,chow_mein
french_onion_soup,kimbap
sashimi,ratatouille
onigiri,spanakopita
samgyeopsal,brownie
bulgogi,okonomiyaki
general_tso,thai_iced_tea
chile_relleno,kimbap
com_tam,french_onion_soup
korma,thai_iced_tea
peking_duck,sweet_and_sour
guacamole,shawarma
dumplings,guacamole
pizza_margherita,burrito
dal,lo_mein
mac_and_cheese,pancake
yakitori,donburi
brisket,pasta_bolognese
coq_au_vin,baklava
peking_duck,fajita
tteokbokki,bruschetta
fried_rice,chicken_sandwich
tteokbokki,samgyeopsal
tom_yum,clam_chowder
taco,tandoori_chicken
general_tso,french_fries
edamame,char_siu
mac_and_cheese,general_tso
samosa,wonton_soup
hummus,minestrone
ravioli,escargot
butter_chicken,ratatouille
xiao_long_bao,okonomiyaki
biryani,escargot
bun_cha,hot_and_sour_soup
dim_sum,dosa
paella,congee
brisket,waffle
gnocchi,congee
patatas_bravas,buffalo_wings
larb,kebab
pizza,tapas
osso_buco,cornbread
butter_chicken,palak_paneer
moussaka,onigiri
ca_phe_sua_da,udon
croissant,samosa
hamburger,ramen
caprese,french_fries
tteokbokki,pozole
crepe,tandoori_chicken
vindaloo,bruschetta
quiche,brownie
samgyeopsal,sweet_and_sour
ice_cream,chow_mein
general_tso,sushi
paella,pita
cheesecake,fried_chicken
gelato,mango_sticky_rice
green_curry,chow_fun
churros_spanish,pad_see_ew
gelato,pita
hummus,char_siu
ceviche,xiao_long_bao
creme_brulee,crepe
samosa,fried_rice
butter_chicken,pulled_pork
bun_cha,sweet_and_sour
xiao_long_bao,pasta_carbonara
risotto,coleslaw
vindaloo,ratatouille
ice_cream,baba_ganoush
katsu,dim_sum
japchae,caprese
lobster_roll,steak
scallion_pancake,clam_chowder
dim_sum,teriyaki
pozole,ratatouille
chow_fun,thai_iced_tea
katsu,gyro
dan_dan_noodles,coleslaw
onigiri,croissant
croissant,palak_paneer
paella,minestrone
patatas_bravas,congee
quesadilla,bulgogi
french_onion_soup,kebab
mapo_tofu,sushi
pasta_carbonara,thai_iced_tea
spring_rolls,tom_kha
elote,patatas_bravas
massaman_curry,hot_and_sour_soup
chow_fun,chicken_salad
chana_masala,fish_and_chips
churros_spanish,satay
lobster_roll,korean_fried_chicken
gelato,coleslaw
pho,pad_see_ew
spanakopita,chicken_sandwich
larb,mapo_tofu
bulgogi,chana_masala
butter_chicken,cornbread
wonton_soup,cornbread
risotto,pad_see_ew
tom_yum,caprese
biryani,fried_chicken
takoyaki,congee
cheesecake,donburi
pizza,red_curry
dan_dan_noodles,grilled_cheese
nachos,udon
churros_spanish,coleslaw
hamburger,sweet_and_sour
orange_chicken,minestrone
tempura,spanakopita
hummus,caprese
creme_brulee,palak_paneer
char_siu,pizza
french_onion_soup,gelato
banh_mi,creme_brulee
kimbap,panna_cotta
quiche,okonomiyaki
pho,takoyaki
gnocchi,fried_chicken
lasagna,kung_pao_chicken
tiramisu,caprese
green_curry,ratatouille
ca_phe_sua_da,pad_thai
elote,tandoori_chicken
green_curry,buffalo_wings
gyro,coleslaw
ravioli,edamame
korma,fresh_spring_roll
creme_brulee,donburi
churros_spanish,edamame
osso_buco,gelato
xiao_long_bao,ice_cream
bibimbap,chow_fun
paneer_tikka,teriyaki
paella,french_fries
congee,lasagna
spring_rolls,teriyaki
chana_masala,pasta_bolognese
paneer_tikka,gnocchi
churro,donburi
hummus,pancake
papaya_salad,sushi
bibimbap,biryani
ceviche,tikka_masala
udon,fajita
paella,donburi
paneer_tikka,massaman_curry
clam_chowder,ramen
gnocchi,crepe
tiramisu,okonomiyaki
spring_rolls,steak
tikka_masala,naan
larb,buffalo_wings
falafel,penne_arrabbiata
pizza_margherita,korean_fried_chicken
pho,fresh_spring_roll
ice_cream,cheesecake
beef_bourguignon,moussaka
osso_buco,hamburger
brisket,com_tam
quesadilla,taco
tapas,tikka_masala
peking_duck,tiramisu
dosa,chow_mein
dan_dan_noodles,samgyeopsal
churros_spanish,chow_mein
lasagna,pasta_bolognese
ceviche,scallion_pancake
edamame,gyro
burrito,donburi
elote,fried_rice
churro,paneer_tikka
com_tam,ramen
chile_relleno,cheesecake
churros_spanish,chow_fun
pizza,dim_sum
pancake,burrito
lobster_roll,taco
lasagna,yakitori
kebab,gyro
creme_brulee,coleslaw
massaman_curry,raita
minestrone,clam_chowder
escargot,pita
tikka_masala,soup
tabbouleh,mac_and_cheese
kebab,onigiri
wonton_soup,fish_and_chips
gnocchi,char_siu
ravioli,char_siu
mapo_tofu,papaya_salad
dolma,fajita
palak_paneer,chicken_sandwich
bun_bo_hue,guacamole
tabbouleh,chicken_sandwich
risotto,tandoori_chicken
larb,spanakopita
kimchi,french_fries
tiramisu,tapas
tempura,donburi
red_curry,pizza_margherita
taco,okonomiyaki
bibimbap,red_curry
beef_bourguignon,paella
quesadilla,ramen
ribs,sundubu_jjigae
paneer_tikka,pancake
clam_chowder,samgyeopsal
paella,waffle
gelato,coq_au_vin
sweet_and_sour,pasta_carbonara
crepe,chicken_salad
tapas,dal
chana_masala,pancake
kebab,chicken_salad
kimbap,tteokbokki
paella,pad_thai
bulgogi,red_curry
ribs,pasta_carbonara
osso_buco,taco
peking_duck,panna_cotta
dan_dan_noodles,sweet_and_sour
paneer_tikka,mango_sticky_rice
souffle,buffalo_wings
